Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (primary)	EC number
Q5JR12	reviewed	PPM1J_HUMAN	Protein phosphatase 1J (EC 3.1.3.16) (Protein phosphatase 2C isoform zeta) (PP2C-zeta)	PPM1J PPP2CZ	Homo sapiens (Human)	505	PPM1J	3.1.3.16
Q5MAI5	reviewed	CDKL4_HUMAN	Cyclin-dependent kinase-like 4 (EC 2.7.11.22)	CDKL4	Homo sapiens (Human)	379	CDKL4	2.7.11.22
Q5RIA9	reviewed	ZNG1E_HUMAN	Zinc-regulated GTPase metalloprotein activator 1E (EC 3.6.5.-) (Cobalamin synthase W domain-containing protein 5) (COBW domain-containing protein 5)	ZNG1E CBWD5	Homo sapiens (Human)	395	ZNG1E	3.6.5.-
Q5SRI9	reviewed	MANEA_HUMAN	Glycoprotein endo-alpha-1,2-mannosidase (Endo-alpha mannosidase) (Endomannosidase) (hEndo) (EC 3.2.1.130) (Mandaselin)	MANEA	Homo sapiens (Human)	462	MANEA	3.2.1.130
Q5T013	reviewed	HYI_HUMAN	Putative hydroxypyruvate isomerase (EC 5.3.1.22) (Endothelial cell apoptosis protein E-CE1)	HYI HT036 SB156	Homo sapiens (Human)	277	HYI	5.3.1.22
Q5T2L2	reviewed	AKCL1_HUMAN	Aldo-keto reductase family 1 member C8 (EC 1.1.1.-) (Aldo-keto reductase family 1 member C-like protein 1)	AKR1C8 AKR1C8P AKR1CL1	Homo sapiens (Human)	326	AKR1C8	1.1.1.-
Q5T6V5	reviewed	QNG1_HUMAN	Queuosine 5'-phosphate N-glycosylase/hydrolase (EC 3.2.2.-) (Q-nucleotide N-glycosylase 1) (Queuine salvage protein QNG1) (Queuosine-nucleotide N-glycosylase/hydrolase)	QNG1 C9orf64	Homo sapiens (Human)	341	QNG1	3.2.2.-
Q5U5R9	reviewed	HECD2_HUMAN	Probable E3 ubiquitin-protein ligase HECTD2 (EC 2.3.2.26) (HECT domain-containing protein 2) (HECT-type E3 ubiquitin transferase HECTD2)	HECTD2	Homo sapiens (Human)	776	HECTD2	2.3.2.26
Q5VV17	reviewed	OTUD1_HUMAN	OTU domain-containing protein 1 (EC 3.4.19.12) (DUBA-7)	OTUD1 DUBA7 OTDC1	Homo sapiens (Human)	481	OTUD1	3.4.19.12
Q5VXJ0	reviewed	LIPK_HUMAN	Lipase member K (EC 3.1.1.-) (Lipase-like abhydrolase domain-containing protein 2)	LIPK LIPL2	Homo sapiens (Human)	399	LIPK	3.1.1.-
Q5VYY2	reviewed	LIPM_HUMAN	Lipase member M (EC 3.1.1.-) (Lipase-like abhydrolase domain-containing protein 3)	LIPM LIPL3	Homo sapiens (Human)	423	LIPM	3.1.1.-
Q5XG92	reviewed	EST4A_HUMAN	Carboxylesterase 4A (EC 3.1.1.-)	CES4A CES8 UNQ440/PRO873	Homo sapiens (Human)	561	CES4A	3.1.1.-
Q63HM1	reviewed	KFA_HUMAN	Kynurenine formamidase (KFA) (KFase) (EC 3.5.1.9) (Arylformamidase) (N-formylkynurenine formamidase) (FKF)	AFMID	Homo sapiens (Human)	303	AFMID	3.5.1.9
Q67FW5	reviewed	QTGAL_HUMAN	Queuosine-tRNA galactosyltransferase (QTGAL) (EC 2.4.1.-) (Beta-1,3-N-acetylglucosaminyltransferase 8) (BGnT-8) (Beta-1,3-Gn-T8) (Beta3Gn-T8) (UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like protein 1) (BGnT-like protein 1) (Beta1,3-N-acetylglucosaminyltransferase-like protein 1) (Beta3Gn-T-like protein 1) (Beta3GnTL1)	B3GNTL1 B3GNT8 QTGAL	Homo sapiens (Human)	346	B3GNTL1	2.4.1.-
Q6A1A2	reviewed	PDPK2_HUMAN	Putative 3-phosphoinositide-dependent protein kinase 2 (EC 2.7.11.1) (3-phosphoinositide-dependent protein kinase 2 pseudogene)	PDPK2P PDPK2	Homo sapiens (Human)	396	PDPK2P	2.7.11.1
Q6GMV3	reviewed	PTRD1_HUMAN	Putative peptidyl-tRNA hydrolase PTRHD1 (EC 3.1.1.29) (Peptidyl-tRNA hydrolase domain-containing protein 1)	PTRHD1 C2orf79	Homo sapiens (Human)	140	PTRHD1	3.1.1.29
Q6IAN0	reviewed	DRS7B_HUMAN	Dehydrogenase/reductase SDR family member 7B (EC 1.1.-.-) (Short-chain dehydrogenase/reductase family 32C member 1) (Protein SDR32C1)	DHRS7B SDR32C1 CGI-93 UNQ212/PRO238	Homo sapiens (Human)	325	DHRS7B	1.1.-.-
Q6IMI4	reviewed	ST6B1_HUMAN	Sulfotransferase 6B1 (ST6B1) (Thyroxine sulfotransferase) (EC 2.8.2.n2)	SULT6B1	Homo sapiens (Human)	303	SULT6B1	2.8.2.n2
Q6IPR3	reviewed	TYW3_HUMAN	tRNA wybutosine-synthesizing protein 3 homolog (tRNA-yW-synthesizing protein 3) (EC 2.1.1.282) (tRNA(Phe) 7-((3-amino-3-carboxypropyl)-4-demethylwyosine(37)-N(4))-methyltransferase)	TYW3 C1orf171	Homo sapiens (Human)	259	TYW3	2.1.1.282
Q6IPT4	reviewed	NB5R5_HUMAN	NADH-cytochrome b5 reductase-like (EC 1.6.2.2)	CYB5RL	Homo sapiens (Human)	315	CYB5RL	1.6.2.2
Q6N063	reviewed	OGFD2_HUMAN	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2 (EC 1.14.11.-)	OGFOD2	Homo sapiens (Human)	350	OGFOD2	1.14.11.-
Q6NT32	reviewed	EST5A_HUMAN	Carboxylesterase 5A (EC 3.1.1.1) (Carboxylesterase-like urinary excreted protein homolog) (Cauxin)	CES5A CES7	Homo sapiens (Human)	575	CES5A	3.1.1.1
Q6NUM6	reviewed	TYW1B_HUMAN	S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase TYW1B (EC 4.1.3.44) (Radical S-adenosyl methionine and flavodoxin domain-containing protein 2) (tRNA wybutosine-synthesizing protein 1 homolog B)	TYW1B RSAFD2	Homo sapiens (Human)	668	TYW1B	4.1.3.44
Q6NUM9	reviewed	RETST_HUMAN	All-trans-retinol 13,14-reductase (EC 1.3.99.23) (All-trans-13,14-dihydroretinol saturase) (RetSat) (PPAR-alpha-regulated and starvation-induced gene protein)	RETSAT PPSIG UNQ439/PRO872	Homo sapiens (Human)	610	RETSAT	1.3.99.23
Q6NUS8	reviewed	UD3A1_HUMAN	UDP-glucuronosyltransferase 3A1 (UDPGT 3A1) (EC 2.4.1.17)	UGT3A1	Homo sapiens (Human)	523	UGT3A1	2.4.1.17
Q6P2I3	reviewed	FAH2B_HUMAN	Oxaloacetate tautomerase FAHD2B, mitochondrial (EC 5.3.2.2) (Fumarylacetoacetate hydrolase domain-containing protein 2B)	FAHD2B	Homo sapiens (Human)	314	FAHD2B	5.3.2.2
Q6P3R8	reviewed	NEK5_HUMAN	Serine/threonine-protein kinase Nek5 (EC 2.7.11.1) (Never in mitosis A-related kinase 5) (NimA-related protein kinase 5)	NEK5	Homo sapiens (Human)	708	NEK5	2.7.11.1
Q6P996	reviewed	PDXD1_HUMAN	Pyridoxal-dependent decarboxylase domain-containing protein 1 (EC 4.1.1.-)	PDXDC1 KIAA0251	Homo sapiens (Human)	788	PDXDC1	4.1.1.-
Q6PK18	reviewed	OGFD3_HUMAN	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3 (EC 1.14.11.-)	OGFOD3 C17orf101	Homo sapiens (Human)	319	OGFOD3	1.14.11.-
Q6PKH6	reviewed	DR4L2_HUMAN	Dehydrogenase/reductase SDR family member 4-like 2 (EC 1.1.-.-) (Short chain dehydrogenase/reductase family 25C member 3) (Protein SDR25C3)	DHRS4L2 SDR25C3	Homo sapiens (Human)	232	DHRS4L2	1.1.-.-
Q6T310	reviewed	RSLBA_HUMAN	Ras-like protein family member 11A (EC 3.6.5.2)	RASL11A	Homo sapiens (Human)	242	RASL11A	3.6.5.2
Q6UX07	reviewed	DHR13_HUMAN	Dehydrogenase/reductase SDR family member 13 (EC 1.1.-.-) (Short chain dehydrogenase/reductase family 7C member 5) (Protein SDR7C5)	DHRS13 SDR7C5 UNQ419/PRO853	Homo sapiens (Human)	377	DHRS13	1.1.-.-
Q6W3E5	reviewed	GDPD4_HUMAN	Glycerophosphodiester phosphodiesterase domain-containing protein 4 (EC 3.1.-.-) (Glycerophosphodiester phosphodiesterase 6) (UgpQ)	GDPD4 GDE6 UGPQ	Homo sapiens (Human)	623	GDPD4	3.1.-.-
Q6ZMR3	reviewed	LDH6A_HUMAN	L-lactate dehydrogenase A-like 6A (LDHA-like protein 6A) (EC 1.1.1.27)	LDHAL6A LDHL2	Homo sapiens (Human)	332	LDHAL6A	1.1.1.27
Q6ZNW5	reviewed	GDPP1_HUMAN	GDP-D-glucose phosphorylase 1 (EC 2.7.7.78)	GDPGP1 C15orf58	Homo sapiens (Human)	385	GDPGP1	2.7.7.78
Q6ZS86	reviewed	GLPK5_HUMAN	Glycerol kinase 5 (GK 5) (Glycerokinase 5) (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase 5)	GK5	Homo sapiens (Human)	529	GK5	2.7.1.30
Q6ZWK6	reviewed	TM11F_HUMAN	Transmembrane protease serine 11F (EC 3.4.21.-) (Airway trypsin-like protease 4)	TMPRSS11F HATL4	Homo sapiens (Human)	438	TMPRSS11F	3.4.21.-
Q76KP1	reviewed	B4GN4_HUMAN	N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase 1 (NGalNAc-T1) (EC 2.4.1.244) (Beta-1,4-N-acetylgalactosaminyltransferase IV) (Beta4GalNAc-T4) (Beta4GalNAcT4)	B4GALNT4	Homo sapiens (Human)	1039	B4GALNT4	2.4.1.244
Q7L3T8	reviewed	SYPM_HUMAN	Probable proline--tRNA ligase, mitochondrial (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS) (Prolyl-tRNA synthetase 2, mitochondrial)	PARS2	Homo sapiens (Human)	475	PARS2	6.1.1.15
Q7L8W6	reviewed	DPH6_HUMAN	Diphthine--ammonia ligase (EC 6.3.1.14) (ATP-binding domain-containing protein 4) (Diphthamide synthase) (Diphthamide synthetase) (Protein DPH6 homolog)	DPH6 ATPBD4	Homo sapiens (Human)	267	DPH6	6.3.1.14
Q7RTV2	reviewed	GSTA5_HUMAN	Glutathione S-transferase A5 (EC 2.5.1.18) (GST class-alpha member 5) (Glutathione S-transferase A5-5)	GSTA5	Homo sapiens (Human)	222	GSTA5	2.5.1.18
Q7RTY5	reviewed	PRS48_HUMAN	Serine protease 48 (EC 3.4.21.-) (Epidermis-specific serine protease-like protein)	PRSS48 ESSPL	Homo sapiens (Human)	328	PRSS48	3.4.21.-
Q7RTY7	reviewed	OVCH1_HUMAN	Ovochymase-1 (EC 3.4.21.-)	OVCH1	Homo sapiens (Human)	1134	OVCH1	3.4.21.-
Q7RTY8	reviewed	TMPS7_HUMAN	Transmembrane protease serine 7 (EC 3.4.21.-) (Matriptase-3)	TMPRSS7	Homo sapiens (Human)	843	TMPRSS7	3.4.21.-
Q7RTY9	reviewed	PRS41_HUMAN	Serine protease 41 (EC 3.4.21.-) (Testis serine protease 1) (TESSP-1)	PRSS41 TESSP1	Homo sapiens (Human)	318	PRSS41	3.4.21.-
Q7RTZ2	reviewed	U17L1_HUMAN	Ubiquitin carboxyl-terminal hydrolase 17-like protein 1 (EC 3.4.19.12) (Deubiquitinating enzyme 17-like protein 1) (Ubiquitin thioesterase 17-like protein 1) (Ubiquitin-specific-processing protease 17-like protein 1)	USP17L1 USP17L USP17L1P	Homo sapiens (Human)	530	USP17L1	3.4.19.12
Q7Z444	reviewed	RASE_HUMAN	GTPase ERas (E-Ras) (EC 3.6.5.2) (Embryonic stem cell-expressed Ras)	ERAS HRAS2 HRASP	Homo sapiens (Human)	233	ERAS	3.6.5.2
Q7Z4H3	reviewed	HDDC2_HUMAN	5'-deoxynucleotidase HDDC2 (EC 3.1.3.89) (HD domain-containing protein 2) (Hepatitis C virus NS5A-transactivated protein 2) (HCV NS5A-transactivated protein 2)	HDDC2 C6orf74 NS5ATP2 CGI-130	Homo sapiens (Human)	204	HDDC2	3.1.3.89
Q7Z4J2	reviewed	GL6D1_HUMAN	Putative glycosyltransferase 6 domain-containing protein 1 (EC 2.4.1.-) (Galactosyltransferase family 6 domain-containing 1)	GLT6D1 GLTDC1 GT6M7	Homo sapiens (Human)	276	GLT6D1	2.4.1.-
Q7Z5A4	reviewed	PRS42_HUMAN	Putative serine protease 42 (EC 3.4.21.-) (Serine protease 42, pseudogene) (Testis serine protease 2)	PRSS42P PRSS42 TESSP2	Homo sapiens (Human)	293	PRSS42P	3.4.21.-
Q7Z5M8	reviewed	AB12B_HUMAN	Protein ABHD12B (EC 3.-.-.-) (Abhydrolase domain-containing protein 12B) (Alpha/beta hydrolase domain-containing protein 12B)	ABHD12B C14orf29	Homo sapiens (Human)	362	ABHD12B	3.-.-.-
Q7Z6Z6	reviewed	PLPL5_HUMAN	Patatin-like phospholipase domain-containing protein 5 (EC 3.1.1.3) (GS2-like protein)	PNPLA5 GS2L	Homo sapiens (Human)	429	PNPLA5	3.1.1.3
Q7Z7B1	reviewed	PIGW_HUMAN	Glucosaminyl-phosphatidylinositol-acyltransferase PIGW (GlcN-PI-acyltransferase) (EC 2.3.-.-) (Phosphatidylinositol-glycan biosynthesis class W protein) (PIG-W)	PIGW	Homo sapiens (Human)	504	PIGW	2.3.-.-
Q86SG7	reviewed	LYG2_HUMAN	Lysozyme g-like protein 2 (EC 3.2.1.-)	LYG2 LYGH	Homo sapiens (Human)	212	LYG2	3.2.1.-
Q86TN4	reviewed	TRPT1_HUMAN	tRNA 2'-phosphotransferase 1 (EC 2.7.1.160)	TRPT1	Homo sapiens (Human)	253	TRPT1	2.7.1.160
Q86UY8	reviewed	NT5D3_HUMAN	5'-nucleotidase domain-containing protein 3 (EC 3.1.3.-) (GRP94-neighboring nucleotidase)	NT5DC3 GNN TU12B1-TY	Homo sapiens (Human)	548	NT5DC3	3.1.3.-
Q86V21	reviewed	AACS_HUMAN	Acetoacetyl-CoA synthetase (EC 6.2.1.16) (Acyl-CoA synthetase family member 1) (Protein sur-5 homolog)	AACS ACSF1	Homo sapiens (Human)	672	AACS	6.2.1.16
Q86VU5	reviewed	CMTD1_HUMAN	Catechol O-methyltransferase domain-containing protein 1 (EC 2.1.1.-)	COMTD1 UNQ766/PRO1558	Homo sapiens (Human)	262	COMTD1	2.1.1.-
Q86X76	reviewed	NIT1_HUMAN	Deaminated glutathione amidase (dGSH amidase) (EC 3.5.1.128) (Nitrilase homolog 1)	NIT1	Homo sapiens (Human)	327	NIT1	3.5.1.128
Q86Y79	reviewed	PTH_HUMAN	Peptidyl-tRNA hydrolase (PTH) (EC 3.1.1.29)	PTRH1 C9orf115	Homo sapiens (Human)	214	PTRH1	3.1.1.29
Q86YV6	reviewed	MYLK4_HUMAN	Myosin light chain kinase family member 4 (EC 2.7.11.1) (Sugen kinase 85) (SgK085)	MYLK4 SGK085	Homo sapiens (Human)	388	MYLK4	2.7.11.1
Q8IX06	reviewed	GOR_HUMAN	Putative exonuclease GOR (EC 3.1.-.-) (Antigen GOR homolog) (RNA exonuclease 1 homolog-like 1)	REXO1L1P GOR REXO1L1	Homo sapiens (Human)	675	REXO1L1P	3.1.-.-
Q8IX18	reviewed	DHX40_HUMAN	Probable ATP-dependent RNA helicase DHX40 (EC 3.6.4.13) (DEAH box protein 40) (Protein PAD)	DHX40 DDX40 ARG147	Homo sapiens (Human)	779	DHX40	3.6.4.13
Q8IYL2	reviewed	TRM44_HUMAN	Probable tRNA (uracil-O(2)-)-methyltransferase (EC 2.1.1.211) (Methyltransferase-like protein 19)	TRMT44 C4orf23 METTL19	Homo sapiens (Human)	757	TRMT44	2.1.1.211
Q8IZ73	reviewed	RUSD2_HUMAN	Pseudouridylate synthase RPUSD2 (EC 5.4.99.-) (RNA pseudouridylate synthase domain-containing protein 2)	RPUSD2 C15orf19	Homo sapiens (Human)	545	RPUSD2	5.4.99.-
Q8IZP7	reviewed	H6ST3_HUMAN	Heparan-sulfate 6-O-sulfotransferase 3 (HS6ST-3) (EC 2.8.2.-)	HS6ST3	Homo sapiens (Human)	471	HS6ST3	2.8.2.-
Q8N0Y7	reviewed	PGAM4_HUMAN	Probable phosphoglycerate mutase 4 (EC 5.4.2.11) (EC 5.4.2.4)	PGAM4 PGAM3	Homo sapiens (Human)	254	PGAM4	5.4.2.11; 5.4.2.4
Q8N0Z8	reviewed	PUSL1_HUMAN	tRNA pseudouridine synthase-like 1 (EC 5.4.99.-) (tRNA pseudouridylate synthase-like 1) (tRNA-uridine isomerase-like 1)	PUSL1	Homo sapiens (Human)	303	PUSL1	5.4.99.-
Q8N118	reviewed	CP4X1_HUMAN	Cytochrome P450 4X1 (EC 1.14.14.-) (CYPIVX1)	CYP4X1 UNQ1929/PRO4404	Homo sapiens (Human)	509	CYP4X1	1.14.14.-
Q8N2H3	reviewed	PYRD2_HUMAN	Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 2 (EC 1.-.-.-)	PYROXD2 C10orf33	Homo sapiens (Human)	581	PYROXD2	1.-.-.-
Q8N442	reviewed	GUF1_HUMAN	Translation factor GUF1, mitochondrial (EC 3.6.5.-) (Elongation factor 4 homolog) (EF-4) (GTPase GUF1) (Ribosomal back-translocase)	GUF1	Homo sapiens (Human)	669	GUF1	3.6.5.-
Q8N4Q0	reviewed	PTGR3_HUMAN	Prostaglandin reductase 3 (PRG-3) (EC 1.3.1.48) (Zinc-binding alcohol dehydrogenase domain-containing protein 2)	PTGR3 ZADH2	Homo sapiens (Human)	377	PTGR3	1.3.1.48
Q8N5C7	reviewed	DTWD1_HUMAN	tRNA-uridine aminocarboxypropyltransferase 1 (EC 2.5.1.25) (DTW domain-containing protein 1)	DTWD1 MDS009	Homo sapiens (Human)	304	DTWD1	2.5.1.25
Q8N806	reviewed	UBR7_HUMAN	Putative E3 ubiquitin-protein ligase UBR7 (EC 2.3.2.27) (N-recognin-7) (RING-type E3 ubiquitin transferase UBR7)	UBR7 C14orf130	Homo sapiens (Human)	425	UBR7	2.3.2.27
Q8N819	reviewed	PPM1N_HUMAN	Probable protein phosphatase 1N (EC 3.1.3.16)	PPM1N	Homo sapiens (Human)	430	PPM1N	3.1.3.16
Q8N8A6	reviewed	DDX51_HUMAN	ATP-dependent RNA helicase DDX51 (EC 3.6.4.13) (DEAD box protein 51)	DDX51	Homo sapiens (Human)	666	DDX51	3.6.4.13
Q8N8Q1	reviewed	C56D1_HUMAN	Probable transmembrane reductase CYB561D1 (EC 7.2.1.3) (Cytochrome b561 domain-containing protein 1)	CYB561D1	Homo sapiens (Human)	229	CYB561D1	7.2.1.3
Q8N9H8	reviewed	MUT7_HUMAN	Exonuclease mut-7 homolog (EC 3.1.-.-) (Exonuclease 3'-5' domain-containing protein 3)	EXD3 HBE269	Homo sapiens (Human)	876	EXD3	3.1.-.-
Q8N9V2	reviewed	TRIML_HUMAN	Probable E3 ubiquitin-protein ligase TRIML1 (EC 2.3.2.27) (RING finger protein 209) (RING-type E3 ubiquitin transferase TRIML1) (Tripartite motif family-like protein 1)	TRIML1 RNF209	Homo sapiens (Human)	468	TRIML1	2.3.2.27
Q8NBH2	reviewed	KY_HUMAN	Kyphoscoliosis peptidase (EC 3.4.-.-)	KY	Homo sapiens (Human)	661	KY	3.4.-.-
Q8NBM8	reviewed	PCYXL_HUMAN	Prenylcysteine oxidase 1-like (EC 1.8.3.-)	PCYOX1L PSEC0105	Homo sapiens (Human)	494	PCYOX1L	1.8.3.-
Q8NBX0	reviewed	SCPDL_HUMAN	Saccharopine dehydrogenase-like oxidoreductase (EC 1.-.-.-)	SCCPDH CGI-49	Homo sapiens (Human)	429	SCCPDH	1.-.-.-
Q8NCT3	reviewed	MACA2_HUMAN	Putative tyrosine carboxypeptidase MATCAP2 (EC 3.4.17.-)	MATCAP2 KIAA0895	Homo sapiens (Human)	520	MATCAP2	3.4.17.-
Q8NE62	reviewed	CHDH_HUMAN	Choline dehydrogenase, mitochondrial (CDH) (CHD) (EC 1.1.99.1)	CHDH	Homo sapiens (Human)	594	CHDH	1.1.99.1
Q8NF86	reviewed	PRS33_HUMAN	Serine protease 33 (EC 3.4.21.-) (Serine protease EOS)	PRSS33	Homo sapiens (Human)	280	PRSS33	3.4.21.-
Q8NFI3	reviewed	ENASE_HUMAN	Cytosolic endo-beta-N-acetylglucosaminidase (ENGase) (EC 3.2.1.96)	ENGASE	Homo sapiens (Human)	743	ENGASE	3.2.1.96
Q8NG68	reviewed	TTL_HUMAN	Tubulin--tyrosine ligase (TTL) (EC 6.3.2.25)	TTL	Homo sapiens (Human)	377	TTL	6.3.2.25
Q8NHM4	reviewed	TRY6_HUMAN	Putative trypsin-6 (EC 3.4.21.4) (Serine protease 3 pseudogene 2) (Trypsinogen C)	PRSS3P2 T6 TRY6	Homo sapiens (Human)	247	PRSS3P2	3.4.21.4
Q8TCD6	reviewed	PHOP2_HUMAN	Pyridoxal phosphate phosphatase PHOSPHO2 (EC 3.1.3.74)	PHOSPHO2	Homo sapiens (Human)	241	PHOSPHO2	3.1.3.74
Q8TDE3	reviewed	RNAS8_HUMAN	Ribonuclease 8 (RNase 8) (EC 3.1.27.-)	RNASE8	Homo sapiens (Human)	154	RNASE8	3.1.27.-
Q8TET4	reviewed	GANC_HUMAN	Neutral alpha-glucosidase C (EC 3.2.1.20)	GANC	Homo sapiens (Human)	914	GANC	3.2.1.20
Q8WUA2	reviewed	PPIL4_HUMAN	Peptidyl-prolyl cis-trans isomerase-like 4 (PPIase) (EC 5.2.1.8) (Cyclophilin-like protein PPIL4) (Rotamase PPIL4)	PPIL4	Homo sapiens (Human)	492	PPIL4	5.2.1.8
Q8WUX2	reviewed	CHAC2_HUMAN	Glutathione-specific gamma-glutamylcyclotransferase 2 (Gamma-GCG 2) (EC 4.3.2.7) (Cation transport regulator-like protein 2)	CHAC2	Homo sapiens (Human)	184	CHAC2	4.3.2.7
Q8WUY8	reviewed	NAT14_HUMAN	Probable N-acetyltransferase 14 (EC 2.3.1.-) (K562 cell-derived leucine-zipper-like protein 1)	NAT14 KLP1	Homo sapiens (Human)	206	NAT14	2.3.1.-
Q8WVE0	reviewed	EFMT1_HUMAN	EEF1A lysine methyltransferase 1 (EC 2.1.1.-) (N(6)-adenine-specific DNA methyltransferase 2) (Protein-lysine N-methyltransferase N6AMT2) (eEF1A-KMT)	EEF1AKMT1 N6AMT2	Homo sapiens (Human)	214	EEF1AKMT1	2.1.1.-
Q8WW27	reviewed	ABEC4_HUMAN	Putative C->U-editing enzyme APOBEC-4 (EC 3.5.4.-) (Apolipoprotein B mRNA-editing enzyme catalytic polypeptide-like 4)	APOBEC4 C1orf169	Homo sapiens (Human)	367	APOBEC4	3.5.4.-
Q8WXQ8	reviewed	CBPA5_HUMAN	Carboxypeptidase A5 (EC 3.4.17.-)	CPA5	Homo sapiens (Human)	436	CPA5	3.4.17.-
Q8WZ79	reviewed	DNS2B_HUMAN	Deoxyribonuclease-2-beta (EC 3.1.22.1) (DNase II-like acid DNase) (DNase2-like acid DNase) (Deoxyribonuclease II beta) (DNase II beta) (Endonuclease DLAD)	DNASE2B DLAD	Homo sapiens (Human)	361	DNASE2B	3.1.22.1
Q92771	reviewed	DDX12_HUMAN	Putative ATP-dependent DNA helicase DDX12 (EC 5.6.2.-) (CHL1-related protein 2) (hCHLR2) (DEAD/H box protein 12)	DDX12P CHLR2 DDX12	Homo sapiens (Human)	950	DDX12P	5.6.2.-
Q92928	reviewed	RAB1C_HUMAN	Putative Ras-related protein Rab-1C (hRab1c) (EC 3.6.5.2)	RAB1C	Homo sapiens (Human)	201	RAB1C	3.6.5.2
Q93075	reviewed	TATD2_HUMAN	3'-5' RNA nuclease TATDN2 (EC 3.1.13.-) (TatD DNase domain containing 2)	TATDN2 KIAA0218	Homo sapiens (Human)	761	TATDN2	3.1.13.-
Q969I3	reviewed	GLYL1_HUMAN	Glycine N-acyltransferase-like protein 1 (EC 2.3.1.68) (Acyl-CoA:glycine N-acyltransferase-like protein 1) (Glutamine N-acyltransferase)	GLYATL1 GNAT	Homo sapiens (Human)	302	GLYATL1	2.3.1.68
Q96A73	reviewed	P33MX_HUMAN	Putative monooxygenase p33MONOX (EC 1.-.-.-) (Brain-derived rescue factor p60MONOX) (Flavin monooxygenase motif-containing protein of 33 kDa)	KIAA1191 P33MONOX	Homo sapiens (Human)	305	KIAA1191	1.-.-.-
Q96FN9	reviewed	DTD2_HUMAN	D-aminoacyl-tRNA deacylase 2 (EC 3.1.1.96) (Animalia-specific tRNA deacylase) (ATD) (D-tyrosyl-tRNA(Tyr) deacylase 2) (L-alanyl-tRNA deacylase)	DTD2 C14orf126	Homo sapiens (Human)	168	DTD2	3.1.1.96
Q96GK7	reviewed	FAH2A_HUMAN	Oxaloacetate tautomerase FAHD2A, mitochondrial (EC 5.3.2.2) (Fumarylacetoacetate hydrolase domain-containing protein 2A)	FAHD2A CGI-105	Homo sapiens (Human)	314	FAHD2A	5.3.2.2
Q96L15	reviewed	NAR5_HUMAN	Ecto-ADP-ribosyltransferase 5 (EC 2.4.2.31) (ADP-ribosyltransferase C2 and C3 toxin-like 5) (ARTC5) (Mono(ADP-ribosyl)transferase 5) (NAD(P)(+)--arginine ADP-ribosyltransferase 5)	ART5 UNQ575/PRO1137	Homo sapiens (Human)	291	ART5	2.4.2.31
Q96LW2	reviewed	KS6R_HUMAN	Ribosomal protein S6 kinase-related protein (EC 2.7.11.1) (Sugen kinase 494)	RSKR SGK494	Homo sapiens (Human)	410	RSKR	2.7.11.1
Q96MI6	reviewed	PPM1M_HUMAN	Protein phosphatase 1M (EC 3.1.3.16) (Protein phosphatase 2C isoform eta) (PP2C-eta) (PP2CE)	PPM1M PPM1E	Homo sapiens (Human)	459	PPM1M	3.1.3.16
Q96MT1	reviewed	RN145_HUMAN	RING finger protein 145 (EC 2.3.2.27)	RNF145	Homo sapiens (Human)	663	RNF145	2.3.2.27
Q96NU7	reviewed	HUTI_HUMAN	Probable imidazolonepropionase (EC 3.5.2.7) (Amidohydrolase domain-containing protein 1)	AMDHD1 HMFT1272	Homo sapiens (Human)	426	AMDHD1	3.5.2.7
Q96S79	reviewed	RSLAB_HUMAN	Ras-like protein family member 10B (EC 3.6.5.2) (Ras-like protein VTS58635) (Ras-related protein 17) (RRP17)	RASL10B	Homo sapiens (Human)	203	RASL10B	3.6.5.2
Q96SE0	reviewed	ABHD1_HUMAN	Protein ABHD1 (EC 3.1.1.-) (Alpha/beta hydrolase domain-containing protein 1) (Abhydrolase domain-containing protein 1) (Lung alpha/beta hydrolase 1)	ABHD1 LABH1	Homo sapiens (Human)	405	ABHD1	3.1.1.-
Q96SM3	reviewed	CPXM1_HUMAN	Probable carboxypeptidase X1 (EC 3.4.17.-) (Metallocarboxypeptidase CPX-1)	CPXM1 CPX1 CPXM UNQ3015/PRO9782	Homo sapiens (Human)	734	CPXM1	3.4.17.-
Q9BQR3	reviewed	PRS27_HUMAN	Serine protease 27 (EC 3.4.21.-) (Marapsin) (Pancreasin)	PRSS27 MPN UNQ1884/PRO4327	Homo sapiens (Human)	290	PRSS27	3.4.21.-
Q9BTV6	reviewed	DPH7_HUMAN	Diphthine methyltransferase (EC 3.1.1.97) (Diphthamide biosynthesis protein 7) (WD repeat-containing protein 85)	DPH7 C9orf112 WDR85	Homo sapiens (Human)	452	DPH7	3.1.1.97
Q9BU70	reviewed	TRMO_HUMAN	tRNA (adenine(37)-N6)-methyltransferase (EC 2.1.1.-) (tRNA methyltransferase O)	TRMO C9orf156 HSPC219	Homo sapiens (Human)	441	TRMO	2.1.1.-
